,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
2135,Toyota,2013,1050000,7200,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8
2136,Honda,2014,580000,97000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5
2137,Hyundai,2014,200000,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5
2138,Chevrolet,2013,245000,25000,Petrol,Individual,Manual,First Owner,18.2,1199.0,84.8,5
2139,Hyundai,2010,210000,94000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5
2140,Maruti,2005,50000,90000,Petrol,Individual,Manual,Second Owner,15.4,1590.0,94.0,5
2141,Chevrolet,2012,700000,50000,Diesel,Individual,Automatic,Second Owner,12.12,2231.0,184.0,7
2142,Tata,2019,660000,35000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5
2143,Honda,2015,630000,117500,Petrol,Individual,Manual,Second Owner,17.4,1497.0,117.3,5
2144,Mahindra,2012,950000,78500,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7
2145,Hyundai,2018,740000,8000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
2146,Ford,2017,570000,25000,Petrol,Individual,Manual,First Owner,18.12,1196.0,86.8,5
2147,Hyundai,2012,450000,60000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5
2148,Datsun,2019,390000,10000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5
2149,Ford,2009,180000,70000,Petrol,Individual,Manual,Second Owner,14.2,1597.0,92.0,5
2150,Tata,2015,130000,60000,Petrol,Individual,Manual,First Owner,25.4,624.0,37.48,4
2151,Honda,2006,270000,70000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5
2152,Maruti,1997,60000,25000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4
2153,Hyundai,2006,170000,90000,Petrol,Individual,Manual,Third Owner,13.9,1599.0,103.2,5
2154,Hyundai,2015,978999,90000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5
2155,Tata,2018,490000,25000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5
2156,Ford,2012,280000,60000,Diesel,Individual,Manual,Second Owner,23.5,1498.0,88.7,5
2157,Tata,2018,390000,25000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5
2158,Maruti,2013,170000,60000,Petrol,Individual,Manual,Fourth & Above Owner,22.74,796.0,47.3,5
2159,Chevrolet,2008,45000,70000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5
2160,Maruti,2016,640000,80000,Diesel,Individual,Manual,Second Owner,24.52,1248.0,88.5,7
2161,Mahindra,2015,650000,110000,Diesel,Individual,Manual,Second Owner,15.4,2523.0,75.0,9
2162,Mahindra,2013,500000,115717,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9
2163,Ford,2008,90000,110000,Diesel,Individual,Manual,Second Owner,17.7,1399.0,68.0,5
2164,Tata,2014,480000,70000,Diesel,Individual,Manual,Second Owner,15.05,2179.0,147.9,7
2165,Maruti,2019,630000,4000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5
2166,Hyundai,2011,250000,50000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5
2167,Hyundai,2016,330000,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1197.0,82.0,5
2168,Hyundai,2009,180000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5
2169,Hyundai,2010,210000,50000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,5
2170,Maruti,2016,550000,55000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5
2171,Tata,2020,950000,5000,Petrol,Individual,Automatic,First Owner,17.0,1198.0,108.5,5
2172,Mahindra,2013,430000,100000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7
2173,Hyundai,2014,348000,23000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5
2174,Maruti,2014,196000,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5
2175,Maruti,2010,150000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5
2176,Maruti,2009,150000,60000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5
2177,Tata,2019,1250000,100000,Diesel,Individual,Manual,First Owner,14.1,2179.0,153.86,7
2178,Maruti,2015,600000,90000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7
2179,Tata,2010,65000,26432,Petrol,Dealer,Manual,First Owner,25.4,624.0,37.48,4
2180,Maruti,2016,220000,46702,Petrol,Dealer,Manual,First Owner,16.8,796.0,34.2,8
2181,Maruti,2016,220000,46706,Petrol,Dealer,Manual,First Owner,16.8,796.0,34.2,8
2182,Tata,2006,110000,53523,Petrol,Dealer,Manual,First Owner,16.84,1193.0,64.4,5
2183,Chevrolet,2012,175000,56365,Diesel,Dealer,Manual,First Owner,25.44,936.0,56.3,5
2184,Chevrolet,2011,160000,49563,Petrol,Dealer,Manual,First Owner,16.2,995.0,62.1,5
2185,Maruti,2004,65000,56432,Petrol,Dealer,Manual,First Owner,16.1,796.0,37.0,4
2186,Maruti,2002,60000,52365,Petrol,Dealer,Manual,Second Owner,16.1,796.0,37.0,4
2187,Maruti,2007,120000,53512,Petrol,Dealer,Manual,Second Owner,19.7,796.0,46.3,5
2188,Mahindra,2013,1000000,40000,Diesel,Individual,Automatic,First Owner,11.18,2696.0,184.0,7
2189,Maruti,2010,220000,46533,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,5
2190,Maruti,2008,114999,58632,Petrol,Dealer,Manual,Second Owner,14.0,796.0,35.0,5
2191,Mahindra,2016,850000,80000,Diesel,Individual,Automatic,Second Owner,16.0,2179.0,140.0,7
2192,Maruti,2016,750000,70000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7
2193,Renault,2017,265000,90000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5
2194,Ford,2014,450000,110000,Petrol,Individual,Manual,Second Owner,14.09,1596.0,99.6,5
2195,Mahindra,2013,225000,90000,Diesel,Individual,Manual,First Owner,17.21,1493.0,100.0,7
2196,Mahindra,2015,1125000,70000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7
2197,Maruti,2009,270000,80000,Petrol,Individual,Manual,First Owner,16.6,1197.0,85.0,5
2198,Maruti,2007,130000,78000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5
2199,Mahindra,2017,660000,45000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7
2200,Maruti,2015,240000,50000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5
2201,Maruti,2017,275000,58000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5
2202,Toyota,2012,750000,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8
2203,Chevrolet,2007,65000,30000,Petrol,Individual,Manual,Second Owner,14.7,1150.0,76.0,5
2204,Tata,2017,850000,162000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7
2205,Maruti,2016,300000,50000,CNG,Individual,Manual,Second Owner,26.6,998.0,58.16,5
2206,Hyundai,2018,555000,25000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5
2207,Mahindra,2015,825000,60000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7
2208,Hyundai,2010,150000,70000,LPG,Individual,Manual,Third Owner,13.45,1086.0,62.1,5
2209,Maruti,2009,185000,138000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5
2210,Hyundai,2010,180000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5
2211,Maruti,2010,160000,48000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
2212,Ford,2012,500000,110000,Diesel,Individual,Automatic,First Owner,11.4,2953.0,153.86,7
2213,Maruti,2014,375000,88000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5
2214,Toyota,2015,900000,68000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7
2215,Hyundai,2017,459999,70000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5
2216,Renault,2014,480000,80000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5
2217,Maruti,2013,320000,100000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5
2218,Maruti,2013,370000,96000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5
2219,Maruti,2002,75000,30000,Petrol,Individual,Manual,Third Owner,17.3,993.0,60.0,5
2220,Maruti,2016,400000,60000,Diesel,Individual,Manual,Third Owner,23.2,1248.0,73.94,5
2221,Maruti,2014,425000,65000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5
2222,Maruti,2014,325000,48000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5
2223,Hyundai,2016,350000,65300,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5
2224,Hyundai,2018,600000,40000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
2225,Chevrolet,2012,120000,60000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5
2226,Maruti,2012,200000,70000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5
2227,Maruti,2008,100000,70000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5
2228,Hyundai,2014,350000,70000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5
2229,Maruti,2006,85000,150000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
2230,Maruti,2019,399000,10000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5
2231,Hyundai,2014,580000,56000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5
2232,Datsun,2017,290000,30000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5
2233,Hyundai,2014,380000,50000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5
2234,Ford,2010,200000,120000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5
2235,Maruti,2018,390000,40000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5
2236,Hyundai,2017,500000,27500,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5
2237,Maruti,2012,520000,73000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7
2238,Maruti,2017,650000,75000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5
2239,Renault,2018,380000,5000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5
2240,Maruti,2010,275000,50000,LPG,Individual,Manual,First Owner,26.2,998.0,58.2,5
2241,Maruti,2015,520000,70000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5
2242,Maruti,2015,610000,60000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5
2243,Maruti,2004,85000,110000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5
2244,Renault,2013,490000,95000,Diesel,Individual,Manual,First Owner,20.46,1461.0,83.8,5
2245,Hyundai,2015,229999,34000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5
2246,Hyundai,2015,411000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5
2247,Maruti,2019,362000,120000,CNG,Individual,Manual,Second Owner,21.94,1196.0,61.7,5
2248,Toyota,2014,550000,31000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,5
2249,Maruti,2018,459999,70000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5
2250,Maruti,2011,190000,47000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,5
2251,Hyundai,2019,499000,5000,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5
2252,Maruti,2018,358000,44000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,7
2253,Toyota,2012,278000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.1,5
2254,Fiat,2014,320000,39395,Diesel,Individual,Manual,First Owner,21.2,1248.0,75.0,5
2255,Renault,2013,580000,67000,Diesel,Individual,Manual,Second Owner,20.4,1461.0,108.5,5
2256,Honda,2019,1300000,20000,Petrol,Individual,Automatic,First Owner,17.4,1497.0,117.6,5
2257,Honda,2018,825000,40000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5
2258,Toyota,2004,170000,120000,Petrol,Individual,Manual,Second Owner,13.4,1794.0,125.0,5
2259,Toyota,2014,1700000,80000,Diesel,Individual,Manual,Second Owner,12.55,2982.0,168.5,7
2260,Hyundai,2018,490000,7000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5
2261,Mahindra,2018,1050000,15000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7
2262,Chevrolet,2016,210000,50000,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5
2263,Mahindra,2016,1250000,30000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7
2264,Maruti,2012,320000,120000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5
2265,Chevrolet,2012,400000,64000,Diesel,Individual,Manual,First Owner,16.52,1991.0,123.7,5
2266,Maruti,2013,320000,120000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5
2267,Toyota,2012,600000,85000,Diesel,Individual,Manual,First Owner,21.43,1364.0,87.2,5
2268,Maruti,2012,275000,50000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5
2269,Maruti,2009,170000,59000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
2270,Chevrolet,2012,155000,98000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5
2271,Renault,2015,620000,140000,Diesel,Individual,Manual,Second Owner,20.45,1461.0,83.8,5
2272,Hyundai,2017,530000,50000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5
2273,Toyota,2015,550000,40000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5
2274,Honda,2014,600000,90000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5
2275,Mahindra,2014,649000,117000,Diesel,Individual,Manual,Third Owner,15.1,2179.0,140.0,7
2276,Honda,2014,625000,90000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5
2277,Chevrolet,2010,125000,70000,Petrol,Individual,Manual,First Owner,16.0,995.0,63.0,5
2278,Chevrolet,2009,305000,230000,Diesel,Individual,Manual,Second Owner,13.58,2499.0,72.4,9
2279,Maruti,2010,285000,155000,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,5
2280,Tata,2015,600000,60000,Diesel,Individual,Manual,Second Owner,13.49,2179.0,138.03,5
2281,Mahindra,2016,426000,110000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6
2282,Tata,2010,180000,120000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5
2283,Hyundai,2011,400000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5
2284,Chevrolet,2010,120000,40000,Petrol,Individual,Manual,Second Owner,18.6,1199.0,79.4,5
2285,Tata,2012,300000,110000,Diesel,Individual,Manual,Second Owner,21.12,1248.0,88.8,5
2286,Maruti,2011,190000,92500,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5
2287,Maruti,2017,310000,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5
2288,Renault,2019,380000,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
2289,Mahindra,2019,740000,14000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7
2290,Datsun,2016,260000,35000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5
2291,Maruti,2017,320000,32000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5
2292,Maruti,2013,211000,90000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5
2293,Maruti,2018,650000,35000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5
2294,Maruti,2017,651000,32500,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5
2295,Maruti,2019,380000,14000,Petrol,Individual,Automatic,First Owner,23.95,998.0,67.05,5
2296,Chevrolet,2014,160000,70000,Diesel,Individual,Manual,Third Owner,25.44,936.0,56.3,5
2297,Hyundai,2019,1270000,20000,Petrol,Individual,Automatic,First Owner,17.0,1591.0,121.3,5
2298,Maruti,2011,300000,300000,LPG,Individual,Manual,First Owner,26.2,998.0,58.2,5
2299,Maruti,2015,405000,100000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5
2300,Mahindra,2015,850000,64800,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7
2301,Mahindra,2017,680000,90000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7
2302,Hyundai,2014,426999,80000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5
2303,Hyundai,2015,525000,248000,Diesel,Individual,Manual,First Owner,24.8,1396.0,88.7,5
2304,Toyota,2014,1019999,60000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7
2305,Toyota,2005,245000,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8
2306,Hyundai,2015,869999,120000,Diesel,Individual,Manual,First Owner,22.7,1582.0,126.2,5
2307,Maruti,2010,160000,66444,LPG,Individual,Manual,First Owner,26.2,998.0,58.2,5
2308,Maruti,2016,700000,86000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5
2309,Nissan,2012,300000,90000,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5
2310,Honda,2007,175000,218463,Petrol,Individual,Automatic,First Owner,12.9,1799.0,130.0,5
2311,Toyota,2012,960000,153000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8
2312,Mahindra,2014,525000,70000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,6
2313,Hyundai,2015,345000,60000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5
2314,Honda,2015,390000,50000,Petrol,Individual,Manual,First Owner,18.0,1198.0,86.7,5
2315,Datsun,2015,275000,20000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,5
2316,Chevrolet,2014,310000,35000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5
2317,Hyundai,2017,500000,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5
2318,Chevrolet,2013,200000,70000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5
2319,Volkswagen,2018,650000,53000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.0,5
2320,Honda,2018,1031000,60000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5
2321,Hyundai,2018,330000,70000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5
2322,Hyundai,2019,399000,4000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5
2323,Hyundai,2012,250000,103000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5
2324,Hyundai,2017,600000,20000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5
2325,Maruti,2013,375000,77000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5
2326,Volkswagen,2012,375000,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5
2327,Hyundai,2013,445000,87185,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,5
2328,Maruti,2003,55000,167000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5
2329,Hyundai,2016,611000,77000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5
2330,Hyundai,2014,459999,110000,Diesel,Individual,Manual,Second Owner,24.8,1396.0,88.7,5
2331,Ford,2011,275000,120000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5
2332,Hyundai,2011,185000,170000,CNG,Individual,Manual,First Owner,11.88,1086.0,62.1,5
2333,Hyundai,2012,390000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5
2334,Chevrolet,2007,72000,40000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5
2335,Tata,2007,90000,50000,Diesel,Individual,Manual,First Owner,17.88,1396.0,52.8,5
2336,Toyota,2015,500000,125000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5
2337,Maruti,2011,200000,137000,CNG,Individual,Manual,First Owner,26.2,998.0,58.2,5
2338,Mahindra,2019,1575000,18000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7
2339,Hyundai,2015,511000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5
2340,Fiat,2009,150000,55000,Petrol,Individual,Manual,First Owner,14.6,1368.0,88.7,5
2341,Toyota,2020,1500000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694.0,163.7,8
2342,Maruti,2013,185000,80000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5
2343,Maruti,2018,550000,30000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5
2344,Maruti,2017,325000,3564,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5
2345,Maruti,2015,525000,80000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5
2346,Force,2018,1050000,13000,Diesel,Individual,Manual,First Owner,17.0,2200.0,139.01,7
2347,Tata,2012,300000,120000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5
2348,Chevrolet,2011,120000,90000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5
2349,Hyundai,2011,170000,50000,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5
2350,Tata,2010,320000,42000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5
2351,Maruti,2016,350000,17000,Petrol,Individual,Automatic,First Owner,23.1,998.0,67.04,5
2352,Maruti,2018,500000,40000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5
2353,Tata,2009,135000,137000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5
2354,Renault,2018,340000,20000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
2355,Hyundai,2020,330000,70000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5
2356,Maruti,2011,350000,48756,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,5
2357,Toyota,2015,1850000,30000,Diesel,Individual,Automatic,Second Owner,12.55,2982.0,168.5,7
2358,Hyundai,2016,400000,110000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5
2359,Ford,2014,325000,80322,Diesel,Dealer,Manual,First Owner,17.8,1399.0,67.0,5
2360,Mahindra,2015,1000000,35000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7
2361,Maruti,2012,350000,70000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5
2362,Honda,2015,550000,120000,Diesel,Individual,Manual,Second Owner,24.5,1498.0,98.6,7
2363,Tata,2015,925000,60000,Diesel,Individual,Manual,First Owner,14.0,2179.0,138.1,7
2364,Mahindra,2010,509999,97000,Diesel,Individual,Automatic,Second Owner,11.79,2179.0,120.0,8
2365,Mahindra,2011,250000,100000,Diesel,Individual,Manual,Second Owner,13.0,2489.0,95.0,8
2366,Hyundai,2015,500000,36000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5
2367,Hyundai,2019,1050000,27000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5
2368,Maruti,2014,490000,50000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5
2369,Maruti,2020,415000,15000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5
2370,Maruti,2013,190000,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5
2371,Maruti,2018,680000,120000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5
2372,Maruti,2013,190000,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5
2373,Mahindra,2013,479000,173000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,7
2374,Maruti,2016,270000,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5
2375,Hyundai,2008,170000,70000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5
